id,name,file_no,rarity_color,hp,atk,def,rush,effect_raw,origin_raw,confidence,spreadsheet_link_count
mark_iv,Mark IV,501,,600,60,180,180,In Mecha: DMG Reduction +12%,{{retext|Mark II|orange,0.85,0
gauss_m72,Gauss M72,500,,600,60,180,180,In Mecha Form: Mecha Cells +12%<br>Tool Chests +12% in explorations,{{retext|Gauss C14|orange,0.85,0
claw_of_destruction,Claw of Destruction,600,,600,180,60,180,In Dragon: Fire DMG +720,{{retext|Crimson Dragon Claw|orange,0.85,0
fang_of_tiamat,Fang of Tiamat,601,,600,180,60,180,In Dragon Form: Gain +12% Cells<br>Gain 12% Dragon Chests in explorations,{{retext|Dragon Fang Dagger|orange,0.85,0
dragon_horn,Dragon Horn,604,,600,180,60,180,"In Dragon Form, Ignore Fire RES +180<br>In Dragon Form, Ignore Earth RES +180",{{retext|Dragon Horn|orange,0.85,0
caladbolg,Caladbolg,606,,600,180,60,180,"In Dragon Form, Ignore Water RES +180<br>In Dragon Form, Ignore Wind RES +180",{{retext|Broken Caladbolg|orange,0.85,0
exploding_rage,Exploding Rage,603,,600,180,60,180,"In Dragon form, Ignore DEF +12%",{{retext|Fire of Rage|orange,0.85,0
excaladbolg,Excaladbolg,607,,1000,300,100,300,"In Dragon Form, Ignore DEF +12%<br>In Dragon Form, Ignore Fire RES +180<br>In Dragon Form, Ignore Water RES +180<br>In Dragon Form, Ignore Earth RES +180<br>In Dragon Form, Ignore Wind RES +180",{{retext|Exploding Rage|red,0.85,0
strength_sword,Strength Sword,1,Hitman No.1]],50,25,5,5,"In any Realm, DMG +1.5%<br>In any Realm, DMG +1% in Round 1",Intercept [[Hitmen,0.85,0
hannibel_s_scalpel,Hannibel's Scalpel,19,Relics and Gear]],50,25,5,5,"In Snail Fight: DMG +1.5%, 1st round DMG +1%",Dragon Wish Reward<br>[[Altar#Discount_Dragon,0.85,0
jack_s_gloves,Jack's Gloves,19,Relics and Gear]],50,25,5,5,"In Snail Fight: DMG +1.5%, 1st round DMG +1%",Dragon Wish Reward<br>[[Altar#Discount_Dragon,0.85,0
broken_sagesinker,Broken Sagesinker,27,Ratman]],50,25,5,5,Crit DMG +2%,Fully defeat [[Mailbox#Ratman,0.85,0
broken_sageender,Broken Sageender,28,Ratman]],50,25,5,5,Crit DMG +2%,Fully defeat [[Mailbox#Ratman,0.85,0
broken_sagemurderer,Broken Sagemurderer,29,Ratman]],50,25,5,5,Crit DMG +2%,Fully defeat [[Mailbox#Ratman,0.85,0
broken_sagekiller,Broken Sagekiller,30,Ratman]],50,25,5,5,Crit DMG +2%,Fully defeat [[Mailbox#Ratman,0.85,0
shattered_windfire_wheel,Shattered Windfire Wheel,29,Ratman]],50,25,5,5,Lifesteal Effect +10%,Fully defeat [[Mailbox#Ratman,0.85,0
shattered_sky_ribbon,Shattered Sky Ribbon,29,Ratman]],50,25,5,5,Lifesteal Effect +10%,Fully defeat [[Mailbox#Ratman,0.85,0
shattered_fire_spear,Shattered Fire Spear,29,Ratman]],50,25,5,5,Lifesteal Effect +10%,Fully defeat [[Mailbox#Ratman,0.85,0
shattered_palm_leaf_fan,Shattered Palm-Leaf Fan,29,Ratman]],50,25,5,5,Lifesteal Effect +10%,Fully defeat [[Mailbox#Ratman,0.85,0
dwarf_mask,Dwarf Mask,29,green,50,5,25,5,"If you spot a weakness, Snail DEF +30",Lottery (0.75%),0.85,0
lizard_belt,Lizard Belt,47,green,250,5,5,5,"If you spot a weakness, Snail HP +300",Divine Chaos (1.6%),0.85,0
slippers,Slippers,49,green,50,5,5,25,"If you spot a weakness, Snail RUSH +30",Divine Neutral (1.6%),0.85,0
elegant_gloves,Elegant Gloves,51,green,50,25,5,5,"If you spot a weakness, Snail ATK +30",Divine Order (1.6%),0.85,0
fresnal_lens,Fresnal Lens,53,green,100,10,10,10,RUSH DMG +60,[[Vending Machine]] Purchase,0.85,0
crystal_lens,Crystal Lens,54,green,100,10,10,10,RUSH DMG +60,[[Vending Machine]] Purchase,0.85,0
sakabato_blade,Sakabato Blade,3,Hitman No.5]],100,50,10,10,"In Hitman Challenge: DMG +3%, 1st round DMG +2%",Intercept [[Hitmen,0.85,0
walnut_wand,Walnut Wand,5,blue,100,50,10,10,"Fire, Water, Earth, Wind DMG +30",Old Wizard victory reward,0.85,0
nun_chuck,Nun-chuck,7,blue,100,50,10,10,Ignore enemy DEF +2%,Defeat Sewer Turtle #4,0.85,0
pulse_rifle,Pulse Rifle,13,blue,100,50,10,10,Fire DMG +60<br>Ignore Fire RES +30,defeating UFO(40 incense shots),0.85,0
freddy_s_claw,Freddy's Claw,21,,100,50,10,10,"In Snail Arena, DMG +3%. In Snail Arena, Round 1 DMG +2%",{{retext|Jack's glove|green,0.85,0
jason_s_mask,Jason's Mask,22,Relics and Gear]],100,50,10,10,"In Snail Arena, DMG +3%. In Snail Arena, Round 1 DMG +2%",Dragon Wish Reward<br>[[Altar#Discount_Dragon,0.85,0
broken_godsmiter,Broken Godsmiter,36,Ratman]],100,50,10,10,Crit DMG +4%,Defeat [[Mailbox#Ratman,0.85,0
broken_palm_leaf_fan,Broken Palm-Leaf Fan,37,,100,50,10,10,Lifesteal Effect +20%,{{retext|Shattered Palm-Leaf Fan|green,0.85,0
broken_fiend_mirror,Broken Fiend Mirror,38,Ratman]],100,50,10,10,Lifesteal Effect +20%,Defeat [[Mailbox#Ratman,0.85,0
multifunction_goggles,Multifunction Goggles,55,,200,20,20,20,RUSH DMG +120,{{retext|Crystal Lens|green,0.85,0
infrared_lens,Infrared Lens,56,blue,200,20,20,20,RUSH DMG +120,[[Vending Machine]],0.85,0
spring_longsword,Spring Longsword,15,purple,200,10,20,20,Crit Rate +4%<br>Crit DMG +4%,Lottery (0.52%),0.85,0
hammer_of_frenzy,Hammer of Frenzy,17,purple,200,20,20,10,"Each round, Snail RUSH +16<br>Snail ATK +16",Divine Neutral (0.4%),0.85,0
texan_chainsaw,Texan Chainsaw,23,,200,10,20,20,"In Snail Arena, DMG +6%<br>In Snail Arena, Round 1 DMG +4%",{{retext|Freddy's Claw|blue,0.85,0
cayako_s_charm,Cayako's Charm,24,Relics and Gear]],200,10,20,20,"In Snail Arena, DMG +6%<br>In Snail Arena, Round 1 DMG +4%",Divine Dragon Wish<br>[[Altar#Discount_Dragon,0.85,0
dim_godsmiter,Dim Godsmiter,39,,200,100,20,20,Crit DMG +4%<br>Lifesteal Effect +20%,{{retext|Broken Sagekiller|blue,0.85,0
dim_ironcutter,Dim Ironcutter,40,Ratman]],200,100,20,20,Crit DMG +4%<br>Lifesteal Effect +20%,Fully defeat [[Mailbox#Ratman,0.85,0
dim_trident,Dim Trident,41,Ratman]],200,100,20,20,Crit DMG +4%<br>Lifesteal Effect +20%,Fully defeat [[Mailbox#Ratman,0.85,0
dim_rope_of_truth,Dim Rope of Truth,42,Ratman]],200,100,20,20,Crit DMG +4%<br>Lifesteal Effect +20%,Fully defeat [[Mailbox#Ratman,0.85,0
scout_goggles,Scout Goggles,57,,200,20,20,20,RUSH DMG +120,{{retext|Multifunction Goggles|blue,0.85,0
holographic_lens,Holographic Lens,58,purple,200,20,20,20,RUSH DMG +120,[[Vending Machine]] Purchase,0.85,0
leviathan_gloves,Leviathan Gloves,61,purple,200,100,20,20,Water DMG +120<br>Ignore Enemy Water RES +60,Divine Chaos (0.4%),0.85,0
imitation_vision,Imitation Vision,69,purple,200,100,20,20,"In Gene Simulations, DMG +6%<br>Round 1 DMG +4%",Gene Training Value Pack II ($14.99),0.85,0
peacock_quill,Peacock Quill,71,purple,200,100,20,100,"For Round 1, CRIT DMG +4%<br>In any Realm DMG +6% in Round 1",Reward of unlocking Peackock Throne,0.85,0
excalibur,Excalibur,9,Unique Events]],400,200,40,40,ATK +160,Reward of defeating Excalibra<br>[[Altar#Discount_Dragon,0.85,0
anti_strength_saber,Anti-Strength Saber,11,orange,400,200,40,40,"In Domain Duels (1v1), DMG +12%.<br>In Domain Duels (1v1), DMG +8% for Round 1",Reward of defeating Death Satellite,0.85,0
butcher_s_hook,Butcher's Hook,25,,400,200,40,40,"In Snail Arena, DMG +12%<br>In Snail Arena, Round 1 DMG +8%",{{retext|Texan Chainsaw|purple,0.85,0
trident,Trident,43,,400,200,40,40,Crit DMG +8%<br>Lifesteal Effect +40%,{{retext|Dim Godsmiter|purple,0.85,0
battle_detector,Battle Detector,59,,800,80,80,80,RUSH DMG +480,{{retext|Scout Goggles|purple,0.85,0
electric_hammer,Electric Hammer,63,orange,400,40,40,200,Wind DMG +240<br>Ignore Enemey Wind RES +120,Lottery 1.56%,0.85,0
fossil,Fossil,65,orange,400,200,40,40,Earth DMG +240<br>Ignore Enemy Earth RES +120,Divine Chaos 0.2%,0.85,0
drazgul_fang,Drazgul Fang,67,orange,400,200,40,200,Poison DMG +240<br>Crit Rate +8%,Gear Value Pack III(100$!!!),0.85,0
maze_key,Maze Key,73,orange,400,200,200,40,All Element DMG +48<br>All RES +24,Supreme Relic #8,0.85,0
b_tadpole_sword,B-Tadpole Sword,75,orange,400,200,40,40,HIT +8%<br>Ignore All RES +24,Home Value Pack lv50 pond,0.85,0
strength_master_s_sword,Strength Master's Sword,2,,600,300,60,60,"In any Realm, DMG +18%<br>In any Realm, DMG +12% in Round 1",{{retext|Strength Sword|orange,0.85,0
true_sakabato,True Sakabato,4,,600,300,60,60,"Againt Daily Hitmen,DMG +18%<br>1st round DMG +12%",{{retext|Sakabato Blade|orange,0.85,0
oldman_wand,Oldman Wand,6,,600,300,60,60,"Fire, Water, Earth, Wind DMG +240",{{retext|Walnut Wand|orange,0.85,0
norris_chuck,Norris-chuck,8,,600,300,60,60,Ignore enemy DEF +12%,{{retext|Nun-chuck|orange,0.85,0
excalibur_ex,Excalibur EX,10,,600,300,60,60,ATK +240,{{retext|Excalibur EX|orange,0.85,0
dark_strength,Dark Strength,12,,600,300,60,60,"In Domain Duels (1v1), DMG +18%<br>In Domain Duels (1v1), DMG +12% for Round 1",{{retext|Anti-Strength Saber|orange,0.85,0
district_9,District 9,14,,600,300,60,60,Fire DMG +360<br>Ignore Fire RES +180,{{retext|Pulse Rifle|orange,0.85,0
big_bounce,Big Bounce,16,,600,300,60,60,Crit Rate +12%<br>Crit DMG +12%,{{retext|Spring Longsword|orange,0.85,0
power_spinach,Power Spinach,18,,600,60,60,300,"Each round, Snail RUSH +48<br>Snail ATK +48",{{retext|Hammer of Frenzy|orange,0.85,0
blair_s_curse,Blair's Curse,26,,600,300,60,60,"In Snail Arena, DMG +18%<br>In Snail Arena, Round 1 DMG +12%",{{retext|Butcher's Hook|orange,0.85,0
poseidon_s_trident,Poseidon's Trident,44,,600,300,60,60,Crit DMG +12%<br>Lifesteal Effect +60%,{{retext|Trident|orange,0.85,0
ancestral_legacy,Ancestral Legacy,46,,600,60,300,60,"If you spot a weakness, Snail DEF +360",{{retext|Dwarf Mask|orange,0.85,0
gilded_belt,Gilded Belt,48,,3000,60,60,60,"If you spot a weakness, Snail HP +3600",{{retext|Lizard Belt|orange,0.85,0
empress_slippers,Empress' Slippers,50,,600,60,60,300,"If you spot a weakness, Snail RUSH +360",{{retext|Slippers|orange,0.85,0
empress_gloves,Empress Gloves,52,,600,300,60,60,"If you spot a weakness, Snail ATK +360",{{retext|Elegant Gloves|orange,0.85,0
know_it_all_device,Know-It-All Device,60,,1200,120,120,120,Extra RUSH DMG +720,{{retext|Battle Detector|orange,0.85,0
hydra_s_gloves,Hydra's Gloves,62,,600,300,60,60,Water DMG +360<br>Ignore Water RES +180,{{retext|Leviathan Gloves|orange,0.85,0
million_volts,Million Volts,64,,600,60,60,300,Wind DMG +360<br>Ignore Enemy Wind RES +180,{{retext|Electric Hammer|orange,0.85,0
cretaceous_weapon,Cretaceous Weapon,66,,600,300,60,60,Earth DMG +360<br>Ignore Earth RES +180,{{retext|Fossil|orange,0.85,0
golden_drazgul_fang,Golden Drazgul Fang,68,,600,300,60,300,Poison DMG +360<br>Crit Rate +12%,{{retext|Drazgul Fang|orange,0.85,0
virtual_vision,Virtual Vision,70,,600,300,60,60,"In Gene Simulations, DMG +18%<br>In Gene Simulations, Round 1 DMG +12%",{{retext|Imitation Vision|orange,0.85,0
septreasure_peacock_quill,Septreasure Peacock Quill,72,,600,300,60,300,"For Round 1, CRIT DMG +12%<br>When exploring, DMG +18% in Round 1",{{retext|Peacock Quill|orange,0.85,0
incredible_key,Incredible Key,74,,600,300,300,60,All Element DMG +72<br>All RES +36,{{retext|Maze Key|orange,0.85,0
w_tadpole_sword,W-Tadpole Sword,76,,600,300,60,60,HIT +12<br>Ignore All RES +36,{{retext|B-Tadpole Sword|orange,0.85,0
sailor_suit,Sailor Suit,15,Grandpire]],100,10,10,10,"Per 10% HP lost, Snail ATK +30<br>Per 10% HP lost, Snail DEF +30",Defeat [[Incense#Special Incense Events,0.85,0
rock,Rock,17,green,50,5,25,5,Earth RES +30,Lottery 0.75%,0.85,0
lifebuoy,Lifebuoy,19,green,150,5,15,5,Water RES +30,Lottery 0.75%,0.85,0
stage_hat,Stage Hat,33,green,100,10,10,10,"FTH +5, ART +5, CIV +5, TECH +5, FAME +5",Divine Order chest 1.6%,0.85,0
static_belt,Static Belt,35,green,50,5,5,25,Wind RES +30,Divine Neutral 1.6%,0.85,0
elven_cape,Elven Cape,3,blue,200,20,20,20,Snail ART +40,Divine Order 0.8%,0.85,0
death_shroud,Death Shroud,13,blue,500,10,10,10,Lifesteal Rate +2%<br>Lifesteal Effect +10%,Dracula victory reward,0.85,0
strong_round_shield,Strong Round Shield,21,blue,100,10,50,10,DMG REDUC +1.6%,Divine Neutral 0.8%,0.85,0
workout_top,Workout Top,23,blue,300,10,30,10,Dodge Rate +2%,Lottery 0.71%,0.85,0
saint_s_earring,Saint's Earring,7,purple,400,40,40,40,FTH +80,Divine Order 0.4%,0.85,0
crown_of_power,Crown of Power,9,purple,400,40,40,40,FTH +80,Divine Chaos 0.4%,0.85,0
ring_of_stupor,Ring of Stupor,11,purple,200,20,20,100,Chance to Paralysis enemy +2.4%,Hitman 15 victory reward,0.85,0
magician,Magician,25,purple,400,40,40,40,All RES +24,Divine Neutral 0.4%,0.85,0
thorn,Thorn,29,purple,1000,20,20,20,Fire RES +120,Divine Order Chest 0.4%,0.85,0
wisdom_cloak,Wisdom Cloak,1,orange,800,80,80,80,Snail CIV +160,Divine Neutral 0.2%,0.85,0
power_armor,Power Armor,5,orange,800,80,80,80,TECH +160,Divine Chaos 0.2%,0.85,0
alloy_shield,Alloy Shield,27,orange,400,40,20,40,Each round: DEF +64,Divine Neutral 0.2%,0.85,0
chief,Chief,31,orange,400,40,200,40,Crit DMG reduction +8%,Divine Order Chest 0.2%,0.85,0
gold_outfit,Gold Outfit,37,orange,1200,40,120,40,ELMT DMG REDUC +4.8%,Defeat Agamemnon Mask Civilization Mirage,0.85,0
time_amulet,Time Amulet,39,orange,1200,40,120,40,HP Regen +640 each round,Defeat Eye of Akamoddo Civilization Mirage,0.85,0
ogma_s_cloak,Ogma's Cloak,2,,1200,120,120,120,Snail CIV +240,{{retext|Wisdom Cloak|orange,0.85,0
selene_amulet,Selene Amulet,4,,1200,120,120,120,Snail ART +240,{{retext|Elven Cape|orange,0.85,0
antimatter_armor,Antimatter Armor,6,,1200,120,120,120,Snail TECH +240,{{retext|Power Armor|orange,0.85,0
michael_s_earrings,Michael's Earrings,8,,1200,120,120,120,Snail FTH +240,{{retext|Saint's Earring|orange,0.85,0
caesar_s_crown,Caesar's Crown,10,,1200,120,120,120,Snail TECH +240,{{retext|Crown of Power|orange,0.85,0
ring_of_paralysis,Ring of Paralysis,12,,600,60,60,300,Chance to Paralysis enemy +7.2%,{{retext|Ring of Stupor|orange,0.85,0
dracula_cape,Dracula Cape,14,,3000,60,60,60,Lifesteal Rate +12%<br>Lifesteal Effect +60%,{{retext|Death Shroud|orange,0.85,0
grandpire_s_robe,Grandpire's Robe,16,,1200,120,120,120,"Per 10% HP lost, Snail ATK +360<br>Per 10% HP lost, Snail DEF +360",{{retext|Sailor Suit|orange,0.85,0
bedrock,Bedrock,18,,600,60,300,60,Earth RES +360,{{retext|Rock|orange,0.85,0
poseidon_s_blessing,Poseidon's Blessing,20,,1800,60,180,60,Water RES +360,{{retext|Lifebuoy|orange,0.85,0
fortress,Fortress,22,,600,60,300,60,DMG Reduction +9.6%,{{retext|Strong Round Shield|orange,0.85,0
traveler_outfit,Traveler Outfit,24,,1800,60,180,60,Dodge Rate +12%,{{retext|Workout Top|orange,0.85,0
the_great_magician,The Great Magician,26,,1200,120,120,120,ALL RES +72,{{retext|Magician|orange,0.85,0
antimatter_shield,Antimatter Shield,28,,600,60,300,60,DEF +96 per round,{{retext|Alloy Shield|orange,0.85,0
heart_of_nature,Heart of Nature,30,,3000,60,60,60,Fire RES +360,{{retext|Thorn|orange,0.85,0
super_warrior,Super Warrior,32,,600,60,300,60,CRIT DMG REDUC +12%,{{retext|Chief|orange,0.85,0
the_great_entertainer,The Great Entertainer,34,,1200,120,120,120,FTH +60<br>ART +60<br>CIV +60<br>TECH +60<br>FAME +60,{{retext|Stage Hat|orange,0.85,0
thunder_belt,Thunder Belt,36,,600,60,60,300,Wind RES +360,{{retext|Static Belt|orange,0.85,0
agamemnon_outfit,Agamemnon Outfit,38,,3000,100,300,100,ELMT DMG REDUC +7.2%,{{retext|Gold Outfit|orange,0.85,0
eye_of_akamoddo_amulet,Eye of Akamoddo Amulet,40,,1800,60,180,60,Restore 960 HP each round,{{retext|Time Amulet|orange,0.85,0
flower_crown,Flower Crown,1,Fissure shop]]<br>• Lottery Machine (1.12% chance)<br>• Gear Chest (13% chance),100,0,10,0,,• [[Fissure,0.85,0
wooden_ring,Wooden Ring,2,Fissure shop]]<br>• Lottery Machine (1.12% chance)<br>• Gear Chest (13% chance),100,0,10,0,,• [[Fissure,0.85,0
iron_ring,Iron Ring,3,Fissure shop]]<br>• Lottery Machine (1.12% chance)<br>• Gear Chest (13% chance),0,10,0,10,,• [[Fissure,0.85,0
beast_fang,Beast Fang,4,Fissure shop]]<br>• Lottery Machine (1.12% chance)<br>• Gear Chest (13% chance),0,10,0,10,,• [[Fissure,0.85,0
sorcerer_ring,Sorcerer Ring,5,green,150,5,15,15,,• Flower Crown + Wooden Ring<br>• Lottery Machine (0.67% chance)<br>• Gear Chest (0.8% chance)<br>• Divine Chests(0.9% chance),0.85,0
warrior_ring,Warrior Ring,6,green,50,15,5,15,,• Iron Ring + Beast Fang<br>• Lottery Machine (0.67% chance)<br>• Gear Chest (0.8% chance)<br>• Divine Chests (0.9% chance),0.85,0
white_pearl,White Pearl,7,Fissure shop]]<br>• Lottery Machine (0.75% chance)<br>• Gear Chest (12% chance)<br>• Divine Chests (13.5% chance),150,5,15,5,,• [[Fissure,0.85,0
black_pearl,Black Pearl,8,Fissure shop]]<br>• Lottery Machine (0.75% chance)<br>• Gear Chest (12% chance)<br>• Divine Chests (13.5% chance),50,15,5,15,,• [[Fissure,0.85,0
wizard_ring,Wizard Ring,9,,300,10,30,10,,• {{retext|White Pearl|green,0.85,0
crusader_ring,Crusader Ring,10,,100,30,10,30,,• {{retext|Black Pearl|green,0.85,0
ruby_brooch,Ruby Brooch,11,Fissure Shop]]<br>• Lottery Machine (0.71% chance)<br>• Gear Chest (5.6% chance)<br>• Divine Chests (6.3% chance),100,30,10,30,,• [[Fissure,0.85,0
sapphire_brooch,Sapphire Brooch,12,Fissure Shop]]<br>• Lottery Machine (0.71% chance)<br>• Gear Chest (5.6% chance)<br>• Divine Chests (6.3% chance),300,10,30,10,,• [[Fissure,0.85,0
seething_bracelet,Seething Bracelet,13,,200,60,20,60,,• {{retext|Wizard Ring|blue,0.85,0
icy_bracelet,Icy Bracelet,14,,600,20,60,20,,• {{retext|Wizard Ring|blue,0.85,0
heaven_amulet,Heaven Amulet,222,Fissure shop]]<br>• Lottery Machine (0.52% chance)<br>• Gear Chest (2.4% chance)<br>• Divine Chests (2.7% chance),600,20,60,20,,• [[Fissure,0.85,0
abyss_amulet,Abyss Amulet,333,Fissure shop]]<br>• Lottery Machine (0.52% chance)<br>• Gear Chest (2.4% chance)<br>• Divine Chests (2.7% chance),200,60,20,60,,• [[Fissure,0.85,0
heaven_wings,Heaven Wings,444,,1200,40,120,40,,•{{retext|Seething Bracelet|purple,0.85,0
abyss_wings,Abyss Wings,555,,400,120,40,120,,• {{retext|Seething Bracelet|purple,0.85,0
crystal_of_will,Crystal of Will,666,orange,800,80,80,80,,• Reward of some [[Fissure]] incidents<br>• Reward of offering Gaia's Tainted Organs at the [[Altar]],0.85,0
demon_god_crystal,Demon God Crystal,665,orange,800,80,80,80,,Currently only available from final Lucky Clover Round,0.85,0
eye_of_horus,Eye of Horus,777,orange,800,80,80,80,,• Lottery Machine (1.56% chance)<br>• Gear Chest (1.6% chance)<br>• Divine Chests (1.8% chance),0.85,0
blasphemy_eye,Blasphemy Eye,776,orange,800,80,80,80,,"Random Events, Sunday Stars 59.99$, and other misc Gear Bags",0.85,0
amulet_of_will,Amulet of Will,999,,1200,120,120,120,,{{retext|Crystal of Will|orange,0.85,0
demon_god_amulet,Demon God Amulet,998,,1200,120,120,120,,{{retext|Demon God Crystal|orange,0.85,0
amulet_of_will_1,Amulet of Will +1,999,,2000,200,200,200,,{{retext|Amulet of Will|red,0.85,0
