id,name,tier_color,slot,hp,atk,def,rush,effect,origin,icon_filename
magician,Magician,orange,,400,40,40,40,All RES +24,Divine Neutral 0.4%,
mark_ii,Mark II,orange,,100,10,30,30,In Mecha: DMG Reduction +2%,Lottery (0.71%),
maze_key,Maze Key,orange,,400,200,200,40,All Element DMG +48<br>All RES +24,Supreme Relic #8,
millennium_ring,Millennium Ring,orange,,800,80,80,80,In the [[Time Rift,"Rift]], Snail ATK +120<br>In the [[Time Rift",
mind_control_dagger,Mind Control Dagger,orange,,100,30,10,30,In Mutant form: Mutant Cells +2%<br>Time Chests +2% in exploration,Tier 3 Mutant Research,
nun_chuck,Nun-chuck,orange,,100,50,10,10,Ignore enemy DEF +2%,Defeat Sewer Turtle #4,
peacock_quill,Peacock Quill,orange,,200,100,20,100,"For Round 1, CRIT DMG +4%<br>In any Realm DMG +6% in Round 1",Reward of unlocking Peackock Throne,
pirate,Pirate,orange,,300,10,30,10,"Enemies in Explorations drop +20 B-tads<br>Tadpoles Gained:2,600,000",Divine Chaos Chest (0.8% chance),
power_armor,Power Armor,orange,,800,80,80,80,TECH +160,Divine Chaos 0.2%,
prayer_staff,Prayer Staff,orange,,300,10,10,30,In Angel Form: Angel Cells +2%<br>Fungus Chests +2%,Tier 3 Angel Research,
pulse_rifle,Pulse Rifle,orange,,100,50,10,10,Fire DMG +60<br>Ignore Fire RES +30,defeating UFO(40 incense shots),
ring_of_stupor,Ring of Stupor,orange,,200,20,20,100,Chance to Paralysis enemy +2.4%,Hitman 15 victory reward,
rock,Rock,orange,,50,5,25,5,Earth RES +30,Lottery 0.75%,
sailor_suit,Sailor Suit,orange,,100,10,10,10,"Per 10% HP lost, Snail ATK +30<br>Per 10% HP lost, Snail DEF +30",Defeat [[Incense#Special Incense Events,
saint_s_earring,Saint's Earring,orange,,400,40,40,40,FTH +80,Divine Order 0.4%,
sakabato_blade,Sakabato Blade,orange,,100,50,10,10,"In Hitman Challenge: DMG +3%, 1st round DMG +2%",Intercept [[Hitmen,
slippers,Slippers,orange,,50,5,5,25,"If you spot a weakness, Snail RUSH +30",Divine Neutral (1.6%),
spring_longsword,Spring Longsword,orange,,200,10,20,20,Crit Rate +4%<br>Crit DMG +4%,Lottery (0.52%),
stage_hat,Stage Hat,orange,,100,10,10,10,"FTH +5, ART +5, CIV +5, TECH +5, FAME +5",Divine Order chest 1.6%,
stardust_arrow,Stardust Arrow,orange,,400,120,40,120,"In [[Hellas]], INTEL gained +8%<br>In [[Hellas]], DMG +8%<br>Every Costume Stat +8%",{{retext|Hector's Spear|purple,
static_belt,Static Belt,orange,,50,5,5,25,Wind RES +30,Divine Neutral 1.6%,
strength_sword,Strength Sword,orange,,50,25,5,5,"In any Realm, DMG +1.5%<br>In any Realm, DMG +1% in Round 1",Intercept [[Hitmen,
strong_round_shield,Strong Round Shield,orange,,100,10,50,10,DMG REDUC +1.6%,Divine Neutral 0.8%,
teslla,Teslla,orange,,600,20,20,60,"In any Realm, 2x Time Chest Drops +4%",{{retext|Lottery Bead Purple|purple,
the_buried,The Buried,orange,,300,30,10,10,In Zombie: Ingore DEF +2%,Divine Chaos(0.8%),
thorn,Thorn,orange,,1000,20,20,20,Fire RES +120,Divine Order Chest 0.4%,
time_amulet,Time Amulet,orange,,1200,40,120,40,HP Regen +640 each round,Defeat Eye of Akamoddo Civilization Mirage,
trident,Trident,orange,,400,200,40,40,Crit DMG +8%<br>Lifesteal Effect +40%,{{retext|Dim Godsmiter|purple,
undead_staff,Undead Staff,orange,,300,30,10,10,In Zombie Form: Zombie Cells +2%<br>Evolution Chests +2%,Tier 3 Zombie Research,
virgo_tech,Virgo Tech,orange,,800,80,80,80,"In [[Koryeo]], Snail ATK +96<br>In [[Koryeo]], Snail RUSH +96",Reward for defeating [[Mailbox#Koryeon Commissioner,
walnut_wand,Walnut Wand,orange,,100,50,10,10,"Fire, Water, Earth, Wind DMG +30",Old Wizard victory reward,
windsor_s_cape,Windsor's cape,orange,,800,80,80,80,"In [[Britland]], Snail ATK +96<br>In [[Britland]], Snail RUSH +96",Exchange {{retext|Anchor|orange,
wisdom_cloak,Wisdom Cloak,orange,,800,80,80,80,Snail CIV +160,Divine Neutral 0.2%,
workout_top,Workout Top,orange,,300,10,30,10,Dodge Rate +2%,Lottery 0.71%,
agamemnon_outfit,Agamemnon Outfit,red,,3000,100,300,100,ELMT DMG REDUC +7.2%,{{retext|Gold Outfit|orange,
amulet_of_will,Amulet of Will,red,,1200,120,120,120,,{{retext|Crystal of Will|orange,
amulet_of_will_1,Amulet of Will +1,red,,2000,200,200,200,,{{retext|Amulet of Will|red,
ancestral_legacy,Ancestral Legacy,red,,600,60,300,60,"If you spot a weakness, Snail DEF +360",{{retext|Dwarf Mask|orange,
antimatter_armor,Antimatter Armor,red,,1200,120,120,120,Snail TECH +240,{{retext|Power Armor|orange,
antimatter_shield,Antimatter Shield,red,,600,60,300,60,DEF +96 per round,{{retext|Alloy Shield|orange,
athena_s_spear,Athena's Spear,red,,600,180,60,180,"In [[Hellas]], Snail ATK +120<br>In [[Hellas]], Snail DEF +120<br>In [[Hellas]], DMG +12%<br>In [[Hellas]], INTEL gained +12%<br>Every Costume Stat +12%",{{retext|Stardust Arrow|orange,
azazel_s_pact,Azazel's Pact,red,,600,180,180,60,In Demon: Crit Rate +12%,{{retext|Azazel's Curse|orange,
bedrock,Bedrock,red,,600,60,300,60,Earth RES +360,{{retext|Rock|orange,
big_bounce,Big Bounce,red,,600,300,60,60,Crit Rate +12%<br>Crit DMG +12%,{{retext|Spring Longsword|orange,
blair_s_curse,Blair's Curse,red,,600,300,60,60,"In Snail Arena, DMG +18%<br>In Snail Arena, Round 1 DMG +12%",{{retext|Butcher's Hook|orange,
bullet_storm,Bullet Storm,red,,600,180,60,180,"In [[Murika]], Snail ATK +120<br>In [[Murika]], Snail RUSH +120<br>In [[Murika]], DMG +12%<br>In [[Murika]], INTEL gained +12%",{{retext|Indv. Power Armor|orange,
caesar_s_crown,Caesar's Crown,red,,1200,120,120,120,Snail TECH +240,{{retext|Crown of Power|orange,
caladbolg,Caladbolg,red,,600,180,60,180,"In Dragon Form, Ignore Water RES +180<br>In Dragon Form, Ignore Wind RES +180",{{retext|Broken Caladbolg|orange,
centaur_armor,Centaur Armor,red,,600,180,60,180,"In Mutant Form, Crit DMG +24%",{{retext|Leather Chest Armor|orange,
claw_of_destruction,Claw of Destruction,red,,600,180,60,180,In Dragon: Fire DMG +720,{{retext|Crimson Dragon Claw|orange,
cretaceous_weapon,Cretaceous Weapon,red,,600,300,60,60,Earth DMG +360<br>Ignore Earth RES +180,{{retext|Fossil|orange,
crown_of_eternal_daylight,Crown of Eternal Daylight,red,,600,180,60,180,"In [[Britland]], Snail ATK +150<br>In [[Britland]], Snail RUSH +150<br>In [[Britland]], DMG +12%<br>In [[Britland]], INTEL gained +12%<br>In [[Britland]], fleet cannon DMG +12%",{{retext|Lion's Crown|orange,
dark_strength,Dark Strength,red,,600,300,60,60,"In Domain Duels (1v1), DMG +18%<br>In Domain Duels (1v1), DMG +12% for Round 1",{{retext|Anti-Strength Saber|orange,
deepsea_helmet,Deepsea Helmet,red,,1800,60,60,180,"In any Realm, 2x Demon God Cell Drops +12%",{{retext|Diver|orange,
demon_god_amulet,Demon God Amulet,red,,1200,120,120,120,,{{retext|Demon God Crystal|orange,
district_9,District 9,red,,600,300,60,60,Fire DMG +360<br>Ignore Fire RES +180,{{retext|Pulse Rifle|orange,
dracula_cape,Dracula Cape,red,,3000,60,60,60,Lifesteal Rate +12%<br>Lifesteal Effect +60%,{{retext|Death Shroud|orange,
dragon_horn,Dragon Horn,red,,600,180,60,180,"In Dragon Form, Ignore Fire RES +180<br>In Dragon Form, Ignore Earth RES +180",{{retext|Dragon Horn|orange,
empress_gloves,Empress Gloves,red,,600,300,60,60,"If you spot a weakness, Snail ATK +360",{{retext|Elegant Gloves|orange,
empress_slippers,Empress' Slippers,red,,600,60,60,300,"If you spot a weakness, Snail RUSH +360",{{retext|Slippers|orange,
excaladbolg,Excaladbolg,red,,1000,300,100,300,"In Dragon Form, Ignore DEF +12%<br>In Dragon Form, Ignore Fire RES +180<br>In Dragon Form, Ignore Water RES +180<br>In Dragon Form, Ignore Earth RES +180<br>In Dragon Form, Ignore Wind RES +180",{{retext|Exploding Rage|red,
excalibur_ex,Excalibur EX,red,,600,300,60,60,ATK +240,{{retext|Excalibur EX|orange,
exploding_rage,Exploding Rage,red,,600,180,60,180,"In Dragon form, Ignore DEF +12%",{{retext|Fire of Rage|orange,
eye_of_akamoddo_amulet,Eye of Akamoddo Amulet,red,,1800,60,180,60,Restore 960 HP each round,{{retext|Time Amulet|orange,
fang_of_tiamat,Fang of Tiamat,red,,600,180,60,180,In Dragon Form: Gain +12% Cells<br>Gain 12% Dragon Chests in explorations,{{retext|Dragon Fang Dagger|orange,
fortress,Fortress,red,,600,60,300,60,DMG Reduction +9.6%,{{retext|Strong Round Shield|orange,
gauss_m72,Gauss M72,red,,600,60,180,180,In Mecha Form: Mecha Cells +12%<br>Tool Chests +12% in explorations,{{retext|Gauss C14|orange,
gilded_belt,Gilded Belt,red,,3000,60,60,60,"If you spot a weakness, Snail HP +3600",{{retext|Lizard Belt|orange,
golden_drazgul_fang,Golden Drazgul Fang,red,,600,300,60,300,Poison DMG +360<br>Crit Rate +12%,{{retext|Drazgul Fang|orange,
grandpire_s_robe,Grandpire's Robe,red,,1200,120,120,120,"Per 10% HP lost, Snail ATK +360<br>Per 10% HP lost, Snail DEF +360",{{retext|Sailor Suit|orange,
heart_of_nature,Heart of Nature,red,,3000,60,60,60,Fire RES +360,{{retext|Thorn|orange,
hydra_s_gloves,Hydra's Gloves,red,,600,300,60,60,Water DMG +360<br>Ignore Water RES +180,{{retext|Leviathan Gloves|orange,
incredible_key,Incredible Key,red,,600,300,300,60,All Element DMG +72<br>All RES +36,{{retext|Maze Key|orange,
know_it_all_device,Know-It-All Device,red,,1200,120,120,120,Extra RUSH DMG +720,{{retext|Battle Detector|orange,
lion_king_s_sword,Lion King's Sword,red,,600,180,60,180,"In [[Kemet]], Snail ATK +150<br>In [[Kemet]], Snail RUSH +150<br>In [[Kemet]], Snail DMG +12%<br>In [[Kemet]], INTEL gained +12%",{{retext|Damascus Knife|orange,
lotus_platform_xii,Lotus Platform XII,red,,1800,60,60,180,"In Angel Form, Regen 1,920 HP each round",{{retext|Lotus Platform IX|orange,
mark_iv,Mark IV,red,,600,60,180,180,In Mecha: DMG Reduction +12%,{{retext|Mark II|orange,
michael_s_earrings,Michael's Earrings,red,,1200,120,120,120,Snail FTH +240,{{retext|Saint's Earring|orange,
million_volts,Million Volts,red,,600,60,60,300,Wind DMG +360<br>Ignore Enemy Wind RES +180,{{retext|Electric Hammer|orange,
mithraic_bow_and_spear,Mithraic Bow & Spear,red,,600,180,60,180,"In [[Parsia]], ATK +150<br>In [[Parsia]], RUSH +150<br>In [[Parsia]], DMG +12%<br>in [[Parsia]], INTEL +12%",{{retext|Jade Spear|orange,
norris_chuck,Norris-chuck,red,,600,300,60,60,Ignore enemy DEF +12%,{{retext|Nun-chuck|orange,
ogma_s_cloak,Ogma's Cloak,red,,1200,120,120,120,Snail CIV +240,{{retext|Wisdom Cloak|orange,
oldman_wand,Oldman Wand,red,,600,300,60,60,"Fire, Water, Earth, Wind DMG +240",{{retext|Walnut Wand|orange,
overlord_s_hook,Overlord's Hook,red,,1800,60,180,60,"Enemies in exploration drop +120 B-tads<br>Tadpoles Gained: 3,200,000",{{retext|Pirate|orange,
poseidon_s_blessing,Poseidon's Blessing,red,,1800,60,180,60,Water RES +360,{{retext|Lifebuoy|orange,
poseidon_s_trident,Poseidon's Trident,red,,600,300,60,60,Crit DMG +12%<br>Lifesteal Effect +60%,{{retext|Trident|orange,
power_spinach,Power Spinach,red,,600,60,60,300,"Each round, Snail RUSH +48<br>Snail ATK +48",{{retext|Hammer of Frenzy|orange,
rama_greataxe,Rama Greataxe,red,,600,180,60,180,"In [[Bharata]], Snail ATK +150<br>In [[Bharata]], Snail RUSH +150<br>In [[Bharata]], Snail DMG +12%<br>In [[Bharata]], INTEL gained +12%",{{retext|Ashoka's Sword|orange,
ring_of_paralysis,Ring of Paralysis,red,,600,60,60,300,Chance to Paralysis enemy +7.2%,{{retext|Ring of Stupor|orange,
selene_amulet,Selene Amulet,red,,1200,120,120,120,Snail ART +240,{{retext|Elven Cape|orange,
septreasure_peacock_quill,Septreasure Peacock Quill,red,,600,300,60,300,"For Round 1, CRIT DMG +12%<br>When exploring, DMG +18% in Round 1",{{retext|Peacock Quill|orange,
seraph_s_light,Seraph's Light,red,,1800,60,60,180,In Angel Form: Angel Cells +12%<br>Fungus Chests +12% in exploration,{{retext|Prayer Staff|orange,
serket_staff,Serket Staff,red,,1800,180,60,60,In Zombie Form: Zombie Cells +12%<br>Evolution Chests +12% in exploration,{{retext|Undead Staff|orange,
sky_piercer,Sky Piercer,red,,600,180,60,180,"In [[Cathay]], Snail ATK +120<br>In [[Cathay]], Snail RUSH +120<br>In [[Cathay]], DMG +12%<br>In [[Cathay]], INTEL gained +12%",{{retext|Conqueror Spear|orange,
soul_reaper,Soul Reaper,red,,600,180,180,60,In Demon: Demon Cells +12%<br>Soul Chests +12% in exploration,{{retext|Demon Scythe|orange,
soul_walking,Soul Walking,red,,1800,180,60,60,"In Zombie Form, Ignore DEF +12%",{{retext|The Buried|orange,
spacetime_exile,Spacetime Exile,red,,600,180,60,180,In the [[Time Rift,"Rift]], Snail ATK +150<br>In the [[Time Rift",
strength_master_s_sword,Strength Master's Sword,red,,600,300,60,60,"In any Realm, DMG +18%<br>In any Realm, DMG +12% in Round 1",{{retext|Strength Sword|orange,
subspace_blade,Subspace Blade,red,,600,180,60,180,In Mutant form: Mutant Cells +12%<br>Time Chests +12% in exploration,{{retext|Mind Control Dagger|orange,
super_warrior,Super Warrior,red,,600,60,300,60,CRIT DMG REDUC +12%,{{retext|Chief|orange,
sword_futsuno,Sword Futsuno,red,,600,180,60,180,"In [[Yamato]], Snail ATK +120<br>In [[Yamato]], Snail RUSH +120<br>In [[Yamato]], DMG +12%<br>In [[Yamato]], INTEL gained +12%",{{retext|Blade Murasame|orange,
the_great_collector,The Great Collector,red,,1800,60,180,60,"Enemies in exploration drop +24 W-tads<br>(Only when you are really lucky!)<br>Tadpoles Gained: 110,000",{{retext|Curator's Helm|orange,
the_great_engineer,The Great Engineer,red,,600,60,60,300,Upon traveling through an area: Gain 120 Intel,{{retext|Gear Ring|orange,
the_great_entertainer,The Great Entertainer,red,,1200,120,120,120,FTH +60<br>ART +60<br>CIV +60<br>TECH +60<br>FAME +60,{{retext|Stage Hat|orange,
the_great_magician,The Great Magician,red,,1200,120,120,120,ALL RES +72,{{retext|Magician|orange,
the_great_scientist,The Great Scientist,red,,1800,60,60,180,"When exploring, 2x Time Chests Drops +12%",{{retext|Teslla|orange,
thunder_belt,Thunder Belt,red,,600,60,60,300,Wind RES +360,{{retext|Static Belt|orange,
time_wanderer,Time Wanderer,red,,1000,200,200,200,"In explorations, Snail HP +2000<br>In explorations, Snail ATK +200<br>In explorations, Snail DEF +200<br>In explorations, Snail RUSH +200<br>In explorations, INTEL gained +20%<br>In explorations, DMG +20%",{{RewardIconWithText|Spacetime Exile|red,
traveler_outfit,Traveler Outfit,red,,1800,60,180,60,Dodge Rate +12%,{{retext|Workout Top|orange,
tremendous_support,Tremendous Support,red,,600,60,60,300,Travel SPD +9.6%,{{retext|Iron Track|orange,
true_sakabato,True Sakabato,red,,600,300,60,60,"Againt Daily Hitmen,DMG +18%<br>1st round DMG +12%",{{retext|Sakabato Blade|orange,
virtual_vision,Virtual Vision,red,,600,300,60,60,"In Gene Simulations, DMG +18%<br>In Gene Simulations, Round 1 DMG +12%",{{retext|Imitation Vision|orange,
w_tadpole_sword,W-Tadpole Sword,red,,600,300,60,60,HIT +12<br>Ignore All RES +36,{{retext|B-Tadpole Sword|orange,
warmonger_s_gun,Warmonger's Gun,red,,600,180,60,180,"In [[Koryeo]], Snail ATK +120<br>In [[Koryeo]], Snail RUSH +120<br>In [[Koryeo]], Snail DMG +12%<br>In [[Koryeo]], INTEL gained +12%",{{retext|Virgo Tech|orange,
